,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle
0,2016,1,1,0,30,0,0,0,0.4,-3.0,160.3
1,2016,1,1,1,30,0,0,0,0.4,-3.0,153.79
2,2016,1,1,2,30,0,0,0,0.4,-3.0,144.05
3,2016,1,1,3,30,0,0,0,0.4,-3.0,133.2
4,2016,1,1,4,30,0,0,0,0.4,-3.0,122.06
5,2016,1,1,5,30,0,0,0,0.4,-3.0,111.02
6,2016,1,1,6,30,0,0,0,0.4,-4.0,100.36
7,2016,1,1,7,30,0,0,0,0.4,-3.0,90.37
8,2016,1,1,8,30,16,16,0,0.6000000000000001,-2.0,81.4
9,2016,1,1,9,30,35,35,0,0.7000000000000001,-1.0,73.89
10,2016,1,1,10,30,61,61,0,0.7000000000000001,0.0,68.36
11,2016,1,1,11,30,47,47,0,0.7000000000000001,0.0,65.34
12,2016,1,1,12,30,140,140,0,0.8,0.0,65.19
13,2016,1,1,13,30,114,114,0,0.8,-1.0,67.94
14,2016,1,1,14,30,83,83,0,0.7000000000000001,-1.0,73.25
15,2016,1,1,15,30,41,41,0,0.6000000000000001,-2.0,80.60000000000001
16,2016,1,1,16,30,0,0,0,0.6000000000000001,-3.0,89.44
17,2016,1,1,17,30,0,0,0,0.6000000000000001,-4.0,99.35
18,2016,1,1,18,30,0,0,0,0.7000000000000001,-5.0,109.95
19,2016,1,1,19,30,0,0,0,0.7000000000000001,-5.0,120.97
20,2016,1,1,20,30,0,0,0,0.7000000000000001,-4.0,132.11
21,2016,1,1,21,30,0,0,0,0.7000000000000001,-4.0,143.01
22,2016,1,1,22,30,0,0,0,0.7000000000000001,-4.0,152.9
23,2016,1,1,23,30,0,0,0,0.7000000000000001,-4.0,159.85
24,2016,1,2,0,30,0,0,0,0.7000000000000001,-4.0,160.25
25,2016,1,2,1,30,0,0,0,0.6000000000000001,-5.0,153.79
26,2016,1,2,2,30,0,0,0,0.6000000000000001,-5.0,144.08
27,2016,1,2,3,30,0,0,0,0.6000000000000001,-5.0,133.24
28,2016,1,2,4,30,0,0,0,0.5,-6.0,122.1
29,2016,1,2,5,30,0,0,0,0.5,-6.0,111.05
30,2016,1,2,6,30,0,0,0,0.5,-6.0,100.38
31,2016,1,2,7,30,0,0,0,0.6000000000000001,-5.0,90.38
32,2016,1,2,8,30,51,51,0,0.6000000000000001,-4.0,81.4
33,2016,1,2,9,30,109,104,17,0.6000000000000001,-2.0,73.87
34,2016,1,2,10,30,132,130,4,0.6000000000000001,-1.0,68.31
35,2016,1,2,11,30,68,68,0,0.6000000000000001,-1.0,65.26
36,2016,1,2,12,30,44,44,0,0.6000000000000001,-1.0,65.1
37,2016,1,2,13,30,38,38,0,0.6000000000000001,-1.0,67.83
38,2016,1,2,14,30,27,27,0,0.5,-1.0,73.13
39,2016,1,2,15,30,13,13,0,0.4,-2.0,80.46000000000001
40,2016,1,2,16,30,0,0,0,0.4,-3.0,89.3
41,2016,1,2,17,30,0,0,0,0.4,-4.0,99.21
42,2016,1,2,18,30,0,0,0,0.5,-5.0,109.81
43,2016,1,2,19,30,0,0,0,0.5,-5.0,120.83
44,2016,1,2,20,30,0,0,0,0.5,-6.0,131.97
45,2016,1,2,21,30,0,0,0,0.5,-6.0,142.87
46,2016,1,2,22,30,0,0,0,0.5,-6.0,152.76
47,2016,1,2,23,30,0,0,0,0.5,-6.0,159.73
48,2016,1,3,0,30,0,0,0,0.6000000000000001,-6.0,160.19
49,2016,1,3,1,30,0,0,0,0.6000000000000001,-5.0,153.79
50,2016,1,3,2,30,0,0,0,0.6000000000000001,-5.0,144.1
51,2016,1,3,3,30,0,0,0,0.6000000000000001,-4.0,133.27
52,2016,1,3,4,30,0,0,0,0.6000000000000001,-4.0,122.13
53,2016,1,3,5,30,0,0,0,0.6000000000000001,-4.0,111.08
54,2016,1,3,6,30,0,0,0,0.6000000000000001,-5.0,100.4
55,2016,1,3,7,30,0,0,0,0.6000000000000001,-4.0,90.39
56,2016,1,3,8,30,20,20,0,0.7000000000000001,-2.0,81.39
57,2016,1,3,9,30,43,43,0,0.8,-1.0,73.84
58,2016,1,3,10,30,52,52,0,0.9,0.0,68.26
59,2016,1,3,11,30,79,79,0,0.9,0.0,65.18
60,2016,1,3,12,30,48,48,0,0.8,0.0,64.99
61,2016,1,3,13,30,68,68,0,0.7000000000000001,0.0,67.71000000000001
62,2016,1,3,14,30,49,49,0,0.6000000000000001,0.0,72.99
63,2016,1,3,15,30,25,25,0,0.6000000000000001,-1.0,80.32000000000001
64,2016,1,3,16,30,0,0,0,0.6000000000000001,-2.0,89.16
65,2016,1,3,17,30,0,0,0,0.6000000000000001,-2.0,99.07
66,2016,1,3,18,30,0,0,0,0.6000000000000001,-3.0,109.67
67,2016,1,3,19,30,0,0,0,0.6000000000000001,-3.0,120.69
68,2016,1,3,20,30,0,0,0,0.7000000000000001,-3.0,131.83
69,2016,1,3,21,30,0,0,0,0.7000000000000001,-3.0,142.72
70,2016,1,3,22,30,0,0,0,0.7000000000000001,-4.0,152.62
71,2016,1,3,23,30,0,0,0,0.7000000000000001,-4.0,159.6
72,2016,1,4,0,30,0,0,0,0.8,-5.0,160.12
73,2016,1,4,1,30,0,0,0,0.8,-6.0,153.78
74,2016,1,4,2,30,0,0,0,0.9,-7.0,144.12
75,2016,1,4,3,30,0,0,0,0.9,-8.0,133.3
76,2016,1,4,4,30,0,0,0,0.8,-9.0,122.16
77,2016,1,4,5,30,0,0,0,0.8,-10.0,111.1
78,2016,1,4,6,30,0,0,0,0.8,-11.0,100.42
79,2016,1,4,7,30,0,0,0,0.8,-11.0,90.39
80,2016,1,4,8,30,136,41,632,0.9,-11.0,81.38
81,2016,1,4,9,30,290,61,819,1.0,-11.0,73.8
82,2016,1,4,10,30,407,71,906,1.1,-10.0,68.19
83,2016,1,4,11,30,471,76,938,1.1,-10.0,65.1
84,2016,1,4,12,30,476,76,943,1.1,-10.0,64.88
85,2016,1,4,13,30,421,70,919,1.1,-11.0,67.58
86,2016,1,4,14,30,311,59,854,1.1,-12.0,72.86
87,2016,1,4,15,30,162,43,697,1.1,-13.0,80.18
88,2016,1,4,16,30,0,0,0,1.1,-14.0,89.02
89,2016,1,4,17,30,0,0,0,1.1,-15.0,98.92
90,2016,1,4,18,30,0,0,0,1.0,-15.0,109.52
91,2016,1,4,19,30,0,0,0,1.0,-16.0,120.54
92,2016,1,4,20,30,0,0,0,0.9,-17.0,131.68
93,2016,1,4,21,30,0,0,0,0.9,-17.0,142.58
94,2016,1,4,22,30,0,0,0,0.9,-18.0,152.47
95,2016,1,4,23,30,0,0,0,0.8,-18.0,159.47
96,2016,1,5,0,30,0,0,0,0.8,-18.0,160.05
97,2016,1,5,1,30,0,0,0,0.8,-18.0,153.76
98,2016,1,5,2,30,0,0,0,0.7000000000000001,-19.0,144.13
99,2016,1,5,3,30,0,0,0,0.7000000000000001,-19.0,133.32
100,2016,1,5,4,30,0,0,0,0.7000000000000001,-19.0,122.18
101,2016,1,5,5,30,0,0,0,0.7000000000000001,-19.0,111.12
102,2016,1,5,6,30,0,0,0,0.8,-19.0,100.43
103,2016,1,5,7,30,0,0,0,0.7000000000000001,-17.0,90.39
104,2016,1,5,8,30,142,36,708,0.6000000000000001,-14.0,81.35000000000001
105,2016,1,5,9,30,296,51,874,0.6000000000000001,-12.0,73.76
106,2016,1,5,10,30,412,61,943,0.6000000000000001,-9.0,68.13
107,2016,1,5,11,30,475,65,971,0.6000000000000001,-7.0,65.0
108,2016,1,5,12,30,479,65,970,0.5,-5.0,64.76
109,2016,1,5,13,30,423,64,936,0.5,-5.0,67.45
110,2016,1,5,14,30,313,55,868,0.4,-5.0,72.71000000000001
111,2016,1,5,15,30,164,40,718,0.4,-7.0,80.03
112,2016,1,5,16,30,17,11,276,0.4,-8.0,88.87
113,2016,1,5,17,30,0,0,0,0.4,-9.0,98.77
114,2016,1,5,18,30,0,0,0,0.4,-10.0,109.37
115,2016,1,5,19,30,0,0,0,0.4,-11.0,120.39
116,2016,1,5,20,30,0,0,0,0.4,-11.0,131.54
117,2016,1,5,21,30,0,0,0,0.4,-11.0,142.43
118,2016,1,5,22,30,0,0,0,0.4,-11.0,152.32
119,2016,1,5,23,30,0,0,0,0.4,-12.0,159.33
120,2016,1,6,0,30,0,0,0,0.4,-12.0,159.96
121,2016,1,6,1,30,0,0,0,0.4,-12.0,153.73
122,2016,1,6,2,30,0,0,0,0.4,-12.0,144.13
123,2016,1,6,3,30,0,0,0,0.4,-12.0,133.33
124,2016,1,6,4,30,0,0,0,0.4,-12.0,122.19
125,2016,1,6,5,30,0,0,0,0.5,-12.0,111.13
126,2016,1,6,6,30,0,0,0,0.4,-12.0,100.43
127,2016,1,6,7,30,0,0,0,0.4,-10.0,90.37
128,2016,1,6,8,30,141,38,687,0.3,-6.0,81.33
129,2016,1,6,9,30,295,56,850,0.3,-3.0,73.71000000000001
130,2016,1,6,10,30,411,63,929,0.4,-1.0,68.05
131,2016,1,6,11,30,441,61,895,0.5,0.0,64.9
132,2016,1,6,12,30,477,68,955,0.5,0.0,64.64
133,2016,1,6,13,30,421,63,927,0.4,0.0,67.3
134,2016,1,6,14,30,312,54,860,0.3,0.0,72.56
135,2016,1,6,15,30,164,39,712,0.3,-2.0,79.88
136,2016,1,6,16,30,18,11,291,0.4,-4.0,88.71000000000001
137,2016,1,6,17,30,0,0,0,0.4,-5.0,98.61
138,2016,1,6,18,30,0,0,0,0.5,-6.0,109.22
139,2016,1,6,19,30,0,0,0,0.5,-7.0,120.24
140,2016,1,6,20,30,0,0,0,0.4,-7.0,131.38
141,2016,1,6,21,30,0,0,0,0.4,-8.0,142.27
142,2016,1,6,22,30,0,0,0,0.4,-8.0,152.16
143,2016,1,6,23,30,0,0,0,0.4,-8.0,159.19
144,2016,1,7,0,30,0,0,0,0.4,-9.0,159.87
145,2016,1,7,1,30,0,0,0,0.4,-9.0,153.70000000000002
146,2016,1,7,2,30,0,0,0,0.4,-8.0,144.13
147,2016,1,7,3,30,0,0,0,0.4,-8.0,133.34
148,2016,1,7,4,30,0,0,0,0.4,-8.0,122.2
149,2016,1,7,5,30,0,0,0,0.7000000000000001,-7.0,111.13
150,2016,1,7,6,30,0,0,0,0.9,-6.0,100.42
151,2016,1,7,7,30,0,0,0,0.7000000000000001,-5.0,90.36
152,2016,1,7,8,30,117,38,524,0.3,-2.0,81.29
153,2016,1,7,9,30,248,49,706,0.1,0.0,73.65
154,2016,1,7,10,30,363,55,821,0.2,1.0,67.97
155,2016,1,7,11,30,475,73,943,0.3,2.0,64.79
156,2016,1,7,12,30,479,73,945,0.3,3.0,64.51
157,2016,1,7,13,30,424,67,918,0.3,3.0,67.16
158,2016,1,7,14,30,315,57,852,0.3,2.0,72.4
159,2016,1,7,15,30,167,41,704,0.5,1.0,79.72
160,2016,1,7,16,30,19,12,285,0.8,0.0,88.55
161,2016,1,7,17,30,0,0,0,0.9,0.0,98.46
162,2016,1,7,18,30,0,0,0,0.9,-1.0,109.07
163,2016,1,7,19,30,0,0,0,0.9,-2.0,120.08
164,2016,1,7,20,30,0,0,0,0.9,-3.0,131.23
165,2016,1,7,21,30,0,0,0,0.9,-3.0,142.11
166,2016,1,7,22,30,0,0,0,1.0,-4.0,152.0
167,2016,1,7,23,30,0,0,0,1.0,-4.0,159.04
168,2016,1,8,0,30,0,0,0,1.0,-5.0,159.77
169,2016,1,8,1,30,0,0,0,0.8,-6.0,153.66
170,2016,1,8,2,30,0,0,0,0.5,-7.0,144.12
171,2016,1,8,3,30,0,0,0,0.4,-7.0,133.34
172,2016,1,8,4,30,0,0,0,0.4,-7.0,122.21
173,2016,1,8,5,30,0,0,0,0.4,-7.0,111.13
174,2016,1,8,6,30,0,0,0,0.5,-7.0,100.41
175,2016,1,8,7,30,0,0,0,0.6000000000000001,-5.0,90.33
176,2016,1,8,8,30,98,53,293,0.6000000000000001,-3.0,81.25
177,2016,1,8,9,30,208,95,400,0.7000000000000001,-1.0,73.58
178,2016,1,8,10,30,186,159,74,0.8,0.0,67.88
179,2016,1,8,11,30,328,162,388,0.9,0.0,64.67
180,2016,1,8,12,30,293,185,248,0.8,0.0,64.37
181,2016,1,8,13,30,243,168,191,0.8,0.0,67.0
182,2016,1,8,14,30,180,127,173,0.7000000000000001,0.0,72.24
183,2016,1,8,15,30,94,71,129,0.6000000000000001,0.0,79.55
184,2016,1,8,16,30,11,11,0,0.5,-1.0,88.39
185,2016,1,8,17,30,0,0,0,0.5,-2.0,98.3
186,2016,1,8,18,30,0,0,0,0.6000000000000001,-1.0,108.91
187,2016,1,8,19,30,0,0,0,0.6000000000000001,-1.0,119.93
188,2016,1,8,20,30,0,0,0,0.7000000000000001,-1.0,131.07
189,2016,1,8,21,30,0,0,0,0.7000000000000001,-1.0,141.95000000000002
190,2016,1,8,22,30,0,0,0,0.7000000000000001,-1.0,151.84
191,2016,1,8,23,30,0,0,0,0.7000000000000001,-1.0,158.88
192,2016,1,9,0,30,0,0,0,0.8,-1.0,159.66
193,2016,1,9,1,30,0,0,0,0.7000000000000001,-1.0,153.61
194,2016,1,9,2,30,0,0,0,0.7000000000000001,-1.0,144.1
195,2016,1,9,3,30,0,0,0,0.7000000000000001,-1.0,133.34
196,2016,1,9,4,30,0,0,0,0.7000000000000001,-1.0,122.21
197,2016,1,9,5,30,0,0,0,0.7000000000000001,-1.0,111.13
198,2016,1,9,6,30,0,0,0,0.7000000000000001,-1.0,100.4
199,2016,1,9,7,30,0,0,0,0.7000000000000001,0.0,90.3
200,2016,1,9,8,30,28,28,0,0.8,0.0,81.2
201,2016,1,9,9,30,61,61,0,0.7000000000000001,0.0,73.51
202,2016,1,9,10,30,47,47,0,0.7000000000000001,0.0,67.78
203,2016,1,9,11,30,58,58,0,0.7000000000000001,0.0,64.55
204,2016,1,9,12,30,35,35,0,0.7000000000000001,0.0,64.22
205,2016,1,9,13,30,37,37,0,0.7000000000000001,0.0,66.84
206,2016,1,9,14,30,27,27,0,0.6000000000000001,0.0,72.07000000000001
207,2016,1,9,15,30,144,59,461,0.6000000000000001,0.0,79.38
208,2016,1,9,16,30,17,17,0,0.6000000000000001,0.0,88.22
209,2016,1,9,17,30,0,0,0,0.6000000000000001,0.0,98.13
210,2016,1,9,18,30,0,0,0,0.6000000000000001,0.0,108.74
211,2016,1,9,19,30,0,0,0,0.7000000000000001,0.0,119.77
212,2016,1,9,20,30,0,0,0,0.7000000000000001,0.0,130.91
213,2016,1,9,21,30,0,0,0,0.7000000000000001,0.0,141.79
214,2016,1,9,22,30,0,0,0,0.7000000000000001,0.0,151.67000000000002
215,2016,1,9,23,30,0,0,0,0.9,0.0,158.71
216,2016,1,10,0,30,0,0,0,1.0,0.0,159.54
217,2016,1,10,1,30,0,0,0,1.1,1.0,153.55
218,2016,1,10,2,30,0,0,0,1.1,1.0,144.08
219,2016,1,10,3,30,0,0,0,1.2000000000000002,1.0,133.33
220,2016,1,10,4,30,0,0,0,1.3,0.0,122.2
221,2016,1,10,5,30,0,0,0,1.5,0.0,111.11
222,2016,1,10,6,30,0,0,0,1.6,1.0,100.38
223,2016,1,10,7,30,0,0,0,1.5,1.0,90.27
224,2016,1,10,8,30,2,2,0,1.5,3.0,81.14
225,2016,1,10,9,30,5,5,0,1.4,4.0,73.43
226,2016,1,10,10,30,26,26,0,1.3,6.0,67.67
227,2016,1,10,11,30,38,38,0,1.2000000000000002,7.0,64.42
228,2016,1,10,12,30,18,18,0,1.0,8.0,64.07000000000001
229,2016,1,10,13,30,7,7,0,0.9,9.0,66.68
230,2016,1,10,14,30,5,5,0,0.9,8.0,71.9
231,2016,1,10,15,30,158,43,616,0.8,6.0,79.21000000000001
232,2016,1,10,16,30,21,15,191,0.8,4.0,88.05
233,2016,1,10,17,30,0,0,0,1.0,3.0,97.96
234,2016,1,10,18,30,0,0,0,1.4,2.0,108.58
235,2016,1,10,19,30,0,0,0,1.5,0.0,119.6
236,2016,1,10,20,30,0,0,0,1.5,-1.0,130.74
237,2016,1,10,21,30,0,0,0,1.4,-2.0,141.62
238,2016,1,10,22,30,0,0,0,1.4,-3.0,151.49
239,2016,1,10,23,30,0,0,0,1.5,-4.0,158.54
240,2016,1,11,0,30,0,0,0,1.5,-4.0,159.42000000000002
241,2016,1,11,1,30,0,0,0,1.5,-5.0,153.49
242,2016,1,11,2,30,0,0,0,1.5,-5.0,144.05
243,2016,1,11,3,30,0,0,0,1.4,-6.0,133.31
244,2016,1,11,4,30,0,0,0,1.3,-6.0,122.18
245,2016,1,11,5,30,0,0,0,1.2000000000000002,-6.0,111.09
246,2016,1,11,6,30,0,0,0,1.2000000000000002,-7.0,100.35
247,2016,1,11,7,30,0,0,0,1.2000000000000002,-6.0,90.22
248,2016,1,11,8,30,79,60,119,1.2000000000000002,-6.0,81.08
249,2016,1,11,9,30,167,120,165,1.3,-5.0,73.35000000000001
250,2016,1,11,10,30,308,123,484,1.4,-5.0,67.56
251,2016,1,11,11,30,255,193,142,1.4,-5.0,64.28
252,2016,1,11,12,30,390,114,628,1.4,-5.0,63.91
253,2016,1,11,13,30,310,142,420,1.4,-5.0,66.5
254,2016,1,11,14,30,234,101,424,1.3,-6.0,71.72
255,2016,1,11,15,30,128,60,357,1.2000000000000002,-6.0,79.03
256,2016,1,11,16,30,19,19,0,1.0,-7.0,87.87
257,2016,1,11,17,30,0,0,0,0.9,-7.0,97.79
258,2016,1,11,18,30,0,0,0,0.8,-8.0,108.41
259,2016,1,11,19,30,0,0,0,0.6000000000000001,-8.0,119.44
260,2016,1,11,20,30,0,0,0,0.4,-9.0,130.58
261,2016,1,11,21,30,0,0,0,0.3,-9.0,141.45000000000002
262,2016,1,11,22,30,0,0,0,0.3,-10.0,151.31
263,2016,1,11,23,30,0,0,0,0.3,-10.0,158.37
264,2016,1,12,0,30,0,0,0,0.3,-10.0,159.29
265,2016,1,12,1,30,0,0,0,0.3,-10.0,153.42000000000002
266,2016,1,12,2,30,0,0,0,0.3,-10.0,144.01
267,2016,1,12,3,30,0,0,0,0.4,-10.0,133.29
268,2016,1,12,4,30,0,0,0,0.5,-10.0,122.16
269,2016,1,12,5,30,0,0,0,0.6000000000000001,-10.0,111.07
270,2016,1,12,6,30,0,0,0,0.7000000000000001,-10.0,100.31
271,2016,1,12,7,30,0,0,0,0.9,-9.0,90.17
272,2016,1,12,8,30,12,12,0,1.0,-8.0,81.01
273,2016,1,12,9,30,28,28,0,1.1,-6.0,73.25
274,2016,1,12,10,30,134,133,3,1.2000000000000002,-5.0,67.44
275,2016,1,12,11,30,226,190,82,1.2000000000000002,-4.0,64.14
276,2016,1,12,12,30,341,171,384,1.1,-3.0,63.75
277,2016,1,12,13,30,126,126,0,1.0,-3.0,66.32000000000001
278,2016,1,12,14,30,92,92,0,0.8,-3.0,71.54
279,2016,1,12,15,30,49,49,0,0.7000000000000001,-3.0,78.85000000000001
280,2016,1,12,16,30,6,6,0,0.4,-3.0,87.7
281,2016,1,12,17,30,0,0,0,0.3,-4.0,97.62
282,2016,1,12,18,30,0,0,0,0.2,-5.0,108.24
283,2016,1,12,19,30,0,0,0,0.5,-5.0,119.27
284,2016,1,12,20,30,0,0,0,1.3,-5.0,130.41
285,2016,1,12,21,30,0,0,0,1.6,-7.0,141.28
286,2016,1,12,22,30,0,0,0,1.4,-8.0,151.13
287,2016,1,12,23,30,0,0,0,1.4,-9.0,158.18
288,2016,1,13,0,30,0,0,0,1.5,-8.0,159.15
289,2016,1,13,1,30,0,0,0,1.5,-8.0,153.34
290,2016,1,13,2,30,0,0,0,1.6,-8.0,143.97
291,2016,1,13,3,30,0,0,0,1.7000000000000002,-8.0,133.26
292,2016,1,13,4,30,0,0,0,1.6,-9.0,122.13
293,2016,1,13,5,30,0,0,0,1.6,-10.0,111.04
294,2016,1,13,6,30,0,0,0,1.5,-10.0,100.27
295,2016,1,13,7,30,0,0,0,1.5,-11.0,90.12
296,2016,1,13,8,30,140,50,572,1.5,-10.0,80.93
297,2016,1,13,9,30,232,88,496,1.5,-10.0,73.15
298,2016,1,13,10,30,292,141,392,1.5,-9.0,67.31
299,2016,1,13,11,30,422,73,796,1.5,-9.0,63.98
300,2016,1,13,12,30,426,78,781,1.4,-8.0,63.57
301,2016,1,13,13,30,366,87,690,1.2000000000000002,-8.0,66.14
302,2016,1,13,14,30,277,77,625,1.1,-8.0,71.35000000000001
303,2016,1,13,15,30,153,54,503,0.9,-9.0,78.66
304,2016,1,13,16,30,25,25,0,0.6000000000000001,-10.0,87.51
305,2016,1,13,17,30,0,0,0,0.5,-11.0,97.44
306,2016,1,13,18,30,0,0,0,0.6000000000000001,-11.0,108.07
307,2016,1,13,19,30,0,0,0,0.6000000000000001,-11.0,119.1
308,2016,1,13,20,30,0,0,0,0.6000000000000001,-11.0,130.24
309,2016,1,13,21,30,0,0,0,0.6000000000000001,-11.0,141.1
310,2016,1,13,22,30,0,0,0,0.6000000000000001,-11.0,150.95000000000002
311,2016,1,13,23,30,0,0,0,0.6000000000000001,-12.0,157.99
312,2016,1,14,0,30,0,0,0,0.6000000000000001,-12.0,159.0
313,2016,1,14,1,30,0,0,0,0.5,-12.0,153.25
314,2016,1,14,2,30,0,0,0,0.5,-12.0,143.91
315,2016,1,14,3,30,0,0,0,0.5,-11.0,133.22
316,2016,1,14,4,30,0,0,0,0.6000000000000001,-11.0,122.1
317,2016,1,14,5,30,0,0,0,0.6000000000000001,-11.0,111.0
318,2016,1,14,6,30,0,0,0,0.6000000000000001,-10.0,100.22
319,2016,1,14,7,30,0,0,0,0.6000000000000001,-9.0,90.05
320,2016,1,14,8,30,67,61,34,0.7000000000000001,-8.0,80.85000000000001
321,2016,1,14,9,30,146,125,73,0.8,-7.0,73.05
322,2016,1,14,10,30,234,168,170,0.9,-5.0,67.18
323,2016,1,14,11,30,301,205,219,1.0,-4.0,63.82
324,2016,1,14,12,30,310,193,260,1.0,-4.0,63.39
325,2016,1,14,13,30,204,174,73,0.9,-4.0,65.95
326,2016,1,14,14,30,150,136,45,0.8,-4.0,71.16
327,2016,1,14,15,30,80,76,18,0.6000000000000001,-4.0,78.47
328,2016,1,14,16,30,11,11,0,0.4,-5.0,87.33
329,2016,1,14,17,30,0,0,0,0.4,-6.0,97.26
330,2016,1,14,18,30,0,0,0,0.4,-6.0,107.89
331,2016,1,14,19,30,0,0,0,0.3,-6.0,118.92
332,2016,1,14,20,30,0,0,0,0.3,-6.0,130.06
333,2016,1,14,21,30,0,0,0,0.3,-6.0,140.92000000000002
334,2016,1,14,22,30,0,0,0,0.6000000000000001,-5.0,150.76
335,2016,1,14,23,30,0,0,0,0.8,-5.0,157.8
336,2016,1,15,0,30,0,0,0,0.6000000000000001,-5.0,158.84
337,2016,1,15,1,30,0,0,0,0.3,-5.0,153.15
338,2016,1,15,2,30,0,0,0,0.3,-5.0,143.85
339,2016,1,15,3,30,0,0,0,0.3,-5.0,133.18
340,2016,1,15,4,30,0,0,0,0.4,-4.0,122.06
341,2016,1,15,5,30,0,0,0,0.4,-3.0,110.96
342,2016,1,15,6,30,0,0,0,0.4,-3.0,100.17
343,2016,1,15,7,30,0,0,0,0.4,-2.0,89.98
344,2016,1,15,8,30,108,59,303,0.5,-1.0,80.76
345,2016,1,15,9,30,233,98,458,0.5,0.0,72.93
346,2016,1,15,10,30,323,119,523,0.5,2.0,67.04
347,2016,1,15,11,30,369,148,498,0.6000000000000001,3.0,63.66
348,2016,1,15,12,30,393,131,580,0.7000000000000001,2.0,63.21
349,2016,1,15,13,30,287,170,284,0.7000000000000001,2.0,65.75
350,2016,1,15,14,30,239,127,342,0.7000000000000001,1.0,70.96000000000001
351,2016,1,15,15,30,130,81,239,0.7000000000000001,0.0,78.28
352,2016,1,15,16,30,21,21,0,0.7000000000000001,0.0,87.14
353,2016,1,15,17,30,0,0,0,0.7000000000000001,0.0,97.07
354,2016,1,15,18,30,0,0,0,0.7000000000000001,0.0,107.71
355,2016,1,15,19,30,0,0,0,0.7000000000000001,0.0,118.75
356,2016,1,15,20,30,0,0,0,0.6000000000000001,0.0,129.89
357,2016,1,15,21,30,0,0,0,0.6000000000000001,0.0,140.74
358,2016,1,15,22,30,0,0,0,0.6000000000000001,0.0,150.56
359,2016,1,15,23,30,0,0,0,0.6000000000000001,0.0,157.6
360,2016,1,16,0,30,0,0,0,0.5,0.0,158.68
361,2016,1,16,1,30,0,0,0,0.4,0.0,153.05
362,2016,1,16,2,30,0,0,0,0.5,0.0,143.79
363,2016,1,16,3,30,0,0,0,0.3,0.0,133.13
364,2016,1,16,4,30,0,0,0,0.2,0.0,122.02
365,2016,1,16,5,30,0,0,0,0.3,0.0,110.91
366,2016,1,16,6,30,0,0,0,0.4,0.0,100.11
367,2016,1,16,7,30,0,0,0,0.3,0.0,89.91
368,2016,1,16,8,30,33,33,0,0.4,0.0,80.67
369,2016,1,16,9,30,71,71,0,0.7000000000000001,0.0,72.81
370,2016,1,16,10,30,80,80,0,0.9,1.0,66.89
371,2016,1,16,11,30,148,147,1,1.0,1.0,63.48
372,2016,1,16,12,30,155,153,4,1.1,2.0,63.02
373,2016,1,16,13,30,129,129,0,1.0,2.0,65.55
374,2016,1,16,14,30,143,131,33,0.9,1.0,70.76
375,2016,1,16,15,30,184,64,580,0.8,0.0,78.08
376,2016,1,16,16,30,34,23,203,0.8,0.0,86.94
377,2016,1,16,17,30,0,0,0,0.8,0.0,96.89
378,2016,1,16,18,30,0,0,0,0.8,-1.0,107.53
379,2016,1,16,19,30,0,0,0,0.9,-2.0,118.57
380,2016,1,16,20,30,0,0,0,0.9,-2.0,129.71
381,2016,1,16,21,30,0,0,0,0.9,-3.0,140.55
382,2016,1,16,22,30,0,0,0,1.0,-3.0,150.37
383,2016,1,16,23,30,0,0,0,1.0,-4.0,157.39
384,2016,1,17,0,30,0,0,0,1.0,-4.0,158.5
385,2016,1,17,1,30,0,0,0,1.0,-5.0,152.94
386,2016,1,17,2,30,0,0,0,0.9,-5.0,143.72
387,2016,1,17,3,30,0,0,0,0.8,-6.0,133.07
388,2016,1,17,4,30,0,0,0,0.7000000000000001,-6.0,121.96
389,2016,1,17,5,30,0,0,0,0.6000000000000001,-6.0,110.85
390,2016,1,17,6,30,0,0,0,0.5,-6.0,100.04
391,2016,1,17,7,30,0,0,0,0.5,-5.0,89.83
392,2016,1,17,8,30,63,60,13,0.4,-4.0,80.56
393,2016,1,17,9,30,135,123,38,0.4,-4.0,72.68
394,2016,1,17,10,30,194,167,69,0.3,-3.0,66.74
395,2016,1,17,11,30,244,199,99,0.2,-3.0,63.3
396,2016,1,17,12,30,205,187,40,0.1,-3.0,62.82
397,2016,1,17,13,30,159,153,14,0.1,-3.0,65.34
398,2016,1,17,14,30,134,128,18,0.2,-3.0,70.55
399,2016,1,17,15,30,75,75,2,0.3,-4.0,77.87
400,2016,1,17,16,30,14,14,0,0.2,-4.0,86.75
401,2016,1,17,17,30,0,0,0,0.2,-4.0,96.7
402,2016,1,17,18,30,0,0,0,0.3,-5.0,107.35
403,2016,1,17,19,30,0,0,0,0.3,-5.0,118.39
404,2016,1,17,20,30,0,0,0,0.4,-5.0,129.53
405,2016,1,17,21,30,0,0,0,0.4,-6.0,140.37
406,2016,1,17,22,30,0,0,0,0.5,-6.0,150.16
407,2016,1,17,23,30,0,0,0,0.7000000000000001,-6.0,157.18
408,2016,1,18,0,30,0,0,0,1.0,-6.0,158.32
409,2016,1,18,1,30,0,0,0,1.4,-7.0,152.82
410,2016,1,18,2,30,0,0,0,1.6,-9.0,143.63
411,2016,1,18,3,30,0,0,0,1.5,-10.0,133.01
412,2016,1,18,4,30,0,0,0,1.4,-11.0,121.9
413,2016,1,18,5,30,0,0,0,1.4,-11.0,110.79
